QKEY,INTERVIEW_START_W137,INTERVIEW_END_W137,DEVICE_TYPE_W137,LANG_W137,XSAMPLE_W137,XMARITAL_W137,XKIDS1_W137,XKIDS2_W137,XEVERMAR_W137,SCHLMOD_W137,LIVINGPAR2_W137,PARENTNUM_W137,PARENT_GEND_1_W137,PARENT_GEND_2_W137,PARENT_GEND_3_W137,PARENT_GEND_4_W137,PARENT_GEND_5_W137,PARENT_GEND_6_W137,PARENT_GEND_7_W137,PARENT_GEND_8_W137,PARENT_GEND_9_W137,PARENT_CONTACT_1_W137,PARENT_CONTACT_2_W137,PARENT_CONTACT_3_W137,PARENT_CONTACT_4_W137,PARENT_CONTACT_5_W137,PARENT_CONTACT_6_W137,PARENT_CONTACT_7_W137,PARENT_CONTACT_8_W137,PARENT_CONTACT_9_W137,DOV_PARENT_SELECT_W137,DOV_PARENT_GENDER_W137,CPREPARE_W137,CADVICE_a_W137,CADVICE_b_W137,CADVICE_c_W137,CADVICE_d_W137,CADVICE_e_W137,CADVICE_f_W137,CADVICE_g_W137,CADVICE_h_W137,CDISAGREE_a_W137,CDISAGREE_b_W137,CDISAGREE_c_W137,CDISAGREE_d_W137,CDISAGREE_e_W137,CDISAGREE_f_W137,CDISAGREE_g_W137,CDISAGREE_h_W137,CEMOTIONAL1_W137,CLIVEPAR1_W137,CCOMMPAR1_a_W137,CCOMMPAR1_b_W137,CCOMMPAR1_c_W137,EMPLSIT_W137,MARRYPREF1_W137,CMARRY2_W137,CHILDPREF_W137,CCHILD_W137,CFINANCES1_W137,CFINANCES2_W137,CFINANCES3_W137,CFINANCES4_a_W137,CFINANCES4_b_W137,CFINANCES4_c_W137,CFINANCES4_d_W137,CFINANCES4_e_W137,CFINANCES5_W137,CRATEREL_W137,CTRUSELF_W137,CEMOTIONAL2_W137,CPARKNOW_W137,CINVOLV_W137,CCOMMPAR2_W137,CLIVEPAR2_W137,CLIVEPAR3_a_W137,CLIVEPAR3_b_W137,CLIVEPAR3_c_W137,CLIVEPAR3_d_W137,CLIVEPAR3_e_W137,CLIVEPAR5_a_W137,CLIVEPAR5_b_W137,CHILDGRP_1_W137,CHILDGRP_1_REFUSED_W137,CHILDGRP_2_W137,CHILDGRP_2_REFUSED_W137,CHILDGRP_3_W137,CHILDGRP_3_REFUSED_W137,CHILD_AGE_1_RECODE_W137,CHILD_AGE_2_RECODE_W137,CHILD_AGE_3_RECODE_W137,CHILD_AGE_4_RECODE_W137,CHILD_AGE_5_RECODE_W137,CHILD_AGE_6_RECODE_W137,CHILD_AGE_7_RECODE_W137,CHILD_AGE_8_RECODE_W137,CHILD_AGE_9_RECODE_W137,CHILDTOTAL_W137,CHILD_GEND_1_W137,CHILD_GEND_2_W137,CHILD_GEND_3_W137,CHILD_GEND_4_W137,CHILD_GEND_5_W137,CHILD_GEND_6_W137,CHILD_GEND_7_W137,CHILD_GEND_8_W137,CHILD_GEND_9_W137,CHILD_CONTACT_1_W137,CHILD_CONTACT_2_W137,CHILD_CONTACT_3_W137,CHILD_CONTACT_4_W137,CHILD_CONTACT_5_W137,CHILD_CONTACT_6_W137,CHILD_CONTACT_7_W137,CHILD_CONTACT_8_W137,CHILD_CONTACT_9_W137,DOV_CHILD_SELECT_W137,DOV_CHILD_GENDER_W137,PSUCCESS_W137,PPREPARE_W137,PADVICE_a_W137,PADVICE_b_W137,PADVICE_c_W137,PADVICE_d_W137,PADVICE_e_W137,PADVICE_f_W137,PADVICE_g_W137,PDISAGREE_a_W137,PDISAGREE_b_W137,PDISAGREE_c_W137,PDISAGREE_d_W137,PDISAGREE_e_W137,PDISAGREE_f_W137,PDISAGREE_g_W137,PPASTADV_W137,PEMOTIONAL1_W137,PLIVECHILD1_W137,PCOMMCHILD1_a_W137,PCOMMCHILD1_b_W137,PCOMMCHILD1_c_W137,PFINANCES1_W137,PFINANCES2_W137,PFINANCES3_W137,PFINANCES4_W137,PRATEREL_W137,PTRUKNOW_W137,PEMOTIONAL2_W137,PFEEL_a_W137,PFEEL_b_W137,PFEEL_c_W137,PFEEL_d_W137,PCINVOLV_W137,PCOMMCHILD2_W137,PMONITOR_W137,PLIVECHILD2_W137,PLIVECHILD3_a_W137,PLIVECHILD3_b_W137,CDISABIL_W137,PMILESTONE1_a_W137,PMILESTONE1_b_W137,PMILESTONE1_c_W137,PMILESTONE1_d_W137,PMILESTONE2_W137,PMILESTONE3_W137,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W137_CHILD,WEIGHT_W137_PARENT
623762,2023-10-27T17:14:05Z,2023-10-27T17:17:27Z,1,1,1,1,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,,5.0,3.0,5.0,5.0,3.0,5.0,5.0,,5.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,2,2,1,1,6,2,,1,1,1,1,1,3,2.0,4,2,3,2.0,2,4,1,8,4,1.0,1,2,0.3633296742809729,
623771,2023-10-31T14:09:24Z,2023-10-31T14:14:55Z,2,1,1,1,1,2,1,4.0,3.0,3.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,,,,,1.0,,2.0,,,,,,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,2,2,1,2,3,2,,1,1,1,1,1,1,1.0,1,2,3,1.0,1,2,1,8,3,2.0,2,2,2.829656817579432,
623809,2023-10-27T17:19:34Z,2023-10-27T17:22:45Z,2,1,1,2,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,,3.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,,2.0,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3,2,2,1,6,2,,1,1,1,1,2,1,1.0,1,4,1,,1,2,3,6,3,1.0,2,2,0.9165120240644484,
625088,2023-10-29T12:00:58Z,2023-10-29T12:07:26Z,2,1,1,2,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,5.0,5.0,5.0,,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,2.0,1.0,2.0,,,,,,2.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,3,2,2,3,2,2,,1,1,1,1,2,10,,3,6,3,2.0,2,3,3,4,3,1.0,2,1,1.509724482034236,
625237,2023-10-29T23:21:47Z,2023-10-29T23:25:47Z,2,1,1,1,1,2,1,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,99.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,5.0,4.0,4.0,5.0,5.0,,4.0,4.0,3.0,3.0,4.0,2.0,5.0,1.0,,,,,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,3,2,1,1,5,2,,1,1,1,1,1,1,2.0,1,2,3,1.0,1,1,3,3,2,2.0,2,2,2.58458320120069,
626152,2023-10-29T12:56:55Z,2023-10-29T13:02:05Z,2,1,1,1,2,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,,5.0,,5.0,5.0,5.0,4.0,5.0,,4.0,,4.0,3.0,3.0,3.0,5.0,1.0,,,2.0,5.0,1.0,,2.0,,,,,,2.0,2.0,1.0,5.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,1,2,1,1,5,2,,1,1,1,1,1,9,,3,6,4,2.0,2,4,1,9,5,1.0,1,3,0.2539530529224423,
630914,2023-11-03T01:24:06Z,2023-11-03T01:30:51Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,,,3.0,4.0,5.0,4.0,4.0,3.0,,,4.0,1.0,,,,2.0,1.0,5.0,1.0,5.0,1.0,,2.0,,,,,,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,,2.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,2,2,1,2,3,2,,1,1,1,1,6,12,,3,6,4,1.0,1,2,1,6,3,1.0,2,2,1.3408364814360956,
633392,2023-10-27T16:58:13Z,2023-10-27T17:01:38Z,2,1,1,6,1,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.0,6.0,2.0,3.0,3.0,2.0,5.0,,,1.0,,2.0,,,,,,2.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,2,2,2,3,2,,1,1,1,1,6,9,,3,6,2,,2,4,1,1,4,2.0,1,1,0.6545217770736571,
636675,2023-10-27T21:07:36Z,2023-10-27T21:12:34Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,1.0,4.0,5.0,5.0,,5.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,3,1,2,,3,1,1,4,1,10,,3,6,4,2.0,2,3,3,2,3,2.0,2,1,2.7380608597943903,
637024,2023-10-29T12:17:35Z,2023-10-29T12:22:19Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,,,3.0,4.0,5.0,5.0,5.0,5.0,,,4.0,3.0,3.0,3.0,5.0,1.0,1.0,4.0,3.0,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,1,1,5,2,,1,2,2,1,6,1,2.0,1,3,3,2.0,2,3,1,4,3,1.0,2,2,1.3361204343155595,
643728,2023-10-27T18:50:26Z,2023-10-27T18:57:39Z,2,1,1,6,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,,,5.0,5.0,2.0,5.0,5.0,5.0,,,4.0,3.0,3.0,2.0,6.0,1.0,2.0,5.0,3.0,4.0,1.0,,2.0,,,,,,2.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1,2,1,1,6,2,,1,1,1,1,6,12,,3,6,3,2.0,2,4,1,9,4,1.0,2,2,0.5541329383750135,
645149,2023-10-29T12:38:19Z,2023-10-29T12:40:56Z,2,1,1,1,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,7.0,3,2,2,2,3,2,,1,1,1,1,1,1,1.0,1,3,3,1.0,1,2,1,3,3,1.0,2,1,0.5165282484794159,
651256,2023-10-31T13:12:23Z,2023-10-31T13:15:39Z,2,1,1,1,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,5.0,,5.0,4.0,5.0,3.0,3.0,2.0,5.0,3.0,,,,,1.0,,2.0,,,,,,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1,2,2,1,5,2,,4,3,5,4,1,9,,3,6,4,2.0,2,4,2,9,4,1.0,2,3,0.7676433150752916,
651396,2023-10-29T11:33:55Z,2023-10-31T00:14:50Z,2,1,1,1,2,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,,3.0,,5.0,5.0,4.0,5.0,4.0,,2.0,,3.0,3.0,1.0,2.0,3.0,1.0,,,1.0,5.0,1.0,,2.0,,,,,,1.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,2,2,1,5,1,1.0,1,1,3,1,1,12,,3,6,4,2.0,2,3,2,6,3,1.0,2,2,0.6514684520235187,
652059,2023-10-27T17:42:55Z,2023-10-27T17:47:14Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0,,4.0,3.0,4.0,4.0,1.0,2.0,4.0,,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,1.0,,2.0,,,,,,2.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,1,6,2,,1,1,1,1,1,1,1.0,1,2,3,2.0,2,3,1,5,3,2.0,1,2,0.3521535297902666,
653972,2023-10-31T02:40:51Z,2023-10-31T02:45:09Z,1,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,,,4.0,5.0,4.0,5.0,4.0,6.0,,,5.0,3.0,5.0,5.0,5.0,1.0,2.0,5.0,2.0,5.0,1.0,,2.0,,,,,,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,2,1,2,4,1,3.0,1,4,3,1,6,9,,3,6,2,,2,4,1,5,4,1.0,2,2,1.0916673562200516,
654956,2023-10-27T17:02:36Z,2023-10-27T17:11:11Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,,3.0,1.0,4.0,5.0,4.0,5.0,4.0,,5.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,,,,,1.0,,2.0,,,,,,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,2,2,1,1,5,2,,2,1,1,4,1,3,2.0,4,2,1,,1,1,3,9,2,1.0,1,2,0.8812464525622957,
655741,2023-10-30T00:20:51Z,2023-10-30T00:25:57Z,1,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,,,3.0,4.0,3.0,3.0,3.0,5.0,,,3.0,1.0,,,,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,,2.0,2.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,2,2,1,1,5,2,,1,1,1,1,6,2,2.0,2,2,1,,1,1,1,4,1,1.0,2,2,0.4441773841261953,
657883,2023-10-29T19:10:51Z,2023-10-29T23:45:40Z,2,1,1,2,1,2,2,2.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,4.0,5.0,5.0,5.0,5.0,,4.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0,,,2.0,1.0,2.0,,,,,,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,2,3,2,,1,1,1,1,2,12,,3,6,1,,1,1,3,5,2,2.0,2,2,2.4398511082260725,
658382,2023-10-29T16:26:55Z,2023-10-29T17:52:48Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,5.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,,,,,1.0,,2.0,,,,,,2.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,9.0,2,2,1,2,4,1,1.0,2,4,3,4,1,2,2.0,2,5,1,,1,1,1,7,2,1.0,2,2,1.381807571222842,
658651,2023-10-31T23:57:31Z,2023-11-01T00:03:52Z,1,1,1,2,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,3.0,4.0,4.0,5.0,,5.0,,3.0,2.0,4.0,3.0,2.0,,3.0,,4.0,1.0,,,,1.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2,2,1,1,5,2,,1,1,1,1,2,5,,4,5,3,2.0,2,3,1,9,3,1.0,2,3,0.6427966040895615,
662351,2023-10-27T17:48:28Z,2023-10-27T17:56:05Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,5.0,3.0,5.0,5.0,3.0,5.0,,,5.0,5.0,5.0,6.0,5.0,6.0,,,5.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,1.0,,2.0,,,,,,2.0,1.0,1.0,5.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,3,1,3,3,2,2,,1,5,4,1,6,12,,3,6,4,1.0,1,1,2,1,1,1.0,1,2,2.474055702375646,
663768,2023-10-27T17:15:36Z,2023-10-27T17:19:52Z,2,1,1,1,2,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,,4.0,,4.0,3.0,3.0,4.0,4.0,,4.0,,3.0,3.0,3.0,2.0,5.0,1.0,,,3.0,4.0,1.0,,2.0,,,,,,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,2,2,1,5,2,,1,1,1,1,1,12,,3,4,3,2.0,2,3,3,1,3,2.0,2,1,1.277058357288676,
664996,2023-11-01T12:57:46Z,2023-11-01T14:10:59Z,2,1,1,1,2,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,3.0,,4.0,5.0,3.0,5.0,5.0,,5.0,,1.0,3.0,1.0,2.0,5.0,1.0,,,1.0,4.0,1.0,,2.0,,,,,,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,2,2,2,1,6,2,,1,1,1,1,1,1,2.0,1,5,2,,2,4,1,9,4,1.0,2,3,0.2919805355463652,
668249,2023-10-28T11:39:00Z,2023-10-28T12:13:36Z,2,1,1,1,1,2,1,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,,4.0,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.0,3.0,3.0,2.0,3.0,1.0,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3,2,1,1,5,2,,1,1,1,1,1,12,,3,6,4,2.0,2,4,2,6,5,1.0,2,2,1.0814447407394538,
671577,2023-11-01T14:38:24Z,2023-11-01T14:42:39Z,2,1,1,2,2,2,2,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,99.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,,5.0,5.0,4.0,5.0,5.0,,5.0,,1.0,3.0,3.0,3.0,4.0,2.0,1.0,5.0,3.0,5.0,1.0,,2.0,,,,,,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,2,2,2,3,2,,1,1,1,1,2,12,,3,6,4,2.0,2,3,2,1,3,1.0,2,1,1.6380486045067064,
672516,2023-10-30T16:54:42Z,2023-10-30T17:01:53Z,1,1,1,2,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,,3.0,5.0,3.0,3.0,3.0,,3.0,,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2,2,1,1,5,2,,1,1,1,1,2,12,,3,6,4,2.0,2,4,2,9,4,1.0,2,2,1.0814447407394538,
